Name,SellPrice,BuyPrice,AvgSellPrice,AvgBuyPrice,Sold,Bought,Profit,RelProfit,PotProfit
spite's spirit,685000,685000,0,535020,0,6,0,0.0,0
spitter nose,-1,-1,-1,-1,-1,-1,0,0,0
spooky blue eye,200,26,200,5,1,8,174,6.69,174
spooky hood,3888,480,9910,336,42,20,3408,7.1,68160
spool of yarn,22998,19095,27903,22562,171,42,3903,0.2,163926
spoon,400,14,1304,11,138,27,386,27.57,10422
spoon with a ribbon,140000,10000,140000,10000,1,1,130000,13.0,130000
springsprout rod,3531,3391,3521,3352,140,3193,140,0.04,19600
sprocketwhip cone,-1,0,0,0,0,0,-1,0,0
spying eye,69900,33092,71475,35602,62,52,36808,1.11,1914016
spyreport,-1,0,0,0,0,0,-1,0,0
square table kit,100000,100000,0,0,0,0,0,0.0,0
squeezing gear of girlpower,646739,403042,504423,420849,339,268,243697,0.6,65310796
squeezing gear of girlpower (jammed),-1,-1,-1,-1,-1,-1,0,0,0
srezz' eye,2796,100,2797,186,10,36,2696,26.96,26960
stabilizer,100000,0,58300,0,5,0,100000,0,0
staff,8000,7901,8070,7898,12,919,99,0.01,1188
staff (simon),-1,-1,-1,-1,-1,-1,0,0,0
stalagmite rune,-1,1,9,4,11,19,-2,-2.0,-22
stalagmite rune (weak),-1,-1,-1,-1,-1,-1,0,0,0
stale bread of ancientness,1000,1000,0,1000,0,1,0,0.0,0
stamina extension,8000000,6000002,7295795,5848208,71,23,1999998,0.33,45999954
stamped parcel,350,0,100,0,4,0,350,0,0
stampor horn,6999,2222,6287,1857,27,37,4777,2.15,128979
stampor talons,499,101,683,74,18,43,398,3.94,7164
star amulet,998,20,5197,11,5,25,978,48.9,4890
star herb,18,8,43,8,22,21,10,1.25,210
star ring,58335,3048,57542,2669,7,4,55287,18.14,221148
starfish (item),-1,-1,-1,-1,-1,-1,0,0,0
starlight vial,6638,4005,7130,3695,211,118,2633,0.66,310694
statue of abyssador,1000,1000,0,1000,0,2,0,0.0,0
statue of deathstrike,30000,900,35000,900,1,2,29100,32.33,29100
statue of devovorga,445,445,0,423,0,114,0,0.0,0
statue of gnomevil,3000,750,3000,791,2,6,2250,3.0,4500
stealth ring,1000,655,860,634,5160,2165,345,0.53,746925
steel axe,13999,100,11749,100,4,1,13899,138.99,13899
steel boots,34897,29930,33109,29865,73,1165,4967,0.17,362591
steel helmet,2299994,302000,2322497,0,4,0,1997994,6.62,0
steel shield,76,34,69,25,10,134,42,1.24,420
stitched mutant hide legs,70000000,30000000,70000000,0,1,0,40000000,1.33,0
stockfish,-1,0,0,0,0,0,-1,0,0
stolen golden goblet,20000,20000,0,0,0,0,0,0.0,0
stone herb,120,10,47,10,3,29,110,11.0,330
stone nose,161,161,0,160,0,11,0,0.0,0
stone of insight,275000,275000,351229,283582,23,42,0,0.0,0
stone of wisdom,1115500,1115500,0,0,0,0,0,0.0,0
stone shower rune,38,36,37,36,739,214,2,0.06,428
stone shower rune (weak),-1,-1,-1,-1,-1,-1,0,0,0
stone skin amulet,5455,5080,5526,5018,3919,2557,375,0.07,958875
stone table kit,100000,100000,0,0,0,0,0,0.0,0
stone wing,200,100,200,86,1,173,100,1.0,100
stonecutter axe,199900,154000,188838,130888,28,20,45900,0.3,918000
stonerefiner's skull,90,84,86,75,7,410,6,0.07,42
strand of medusa hair,1483,1028,2203,1589,1102,686,455,0.44,312130
strange helmet,554,315,437,290,30,266,239,0.76,7170
strange mallet,1500000,1500000,0,0,0,0,0,0.0,0
strange powder,67000,0,67000,0,1,0,67000,0,0
strange proto matter,500,500,0,500,0,1,0,0.0,0
strange symbol,180,75,198,90,1,219,105,1.4,105
strange talisman,-1,1,31,3,70,275,-2,-2.0,-140
strawberry,-1,1,99,1,2,7,-2,-2.0,-4
strawberry cupcake,1417904,1038100,1521253,1233885,121,72,379804,0.37,27345888
streaked devourer eyes,166,166,0,358,0,11,0,0.0,0
streaked devourer legs,200,200,0,463,0,8,0,0.0,0
streaked devourer maw,133,133,0,195,0,8,0,0.0,0
strike enhancement,1244444,900008,1150067,887540,39,25,344436,0.38,8610900
striker's favourite pillow,0,0,0,0,0,0,0,0,0
string of mending,3500000,711000,1511918,1088734,15,9,2789000,3.92,25101000
striped fur,49,15,79,30,11,200,34,2.27,374
strong health potion,23,13,31,20,1577,2130,10,0.77,15770
strong mana potion,95,93,94,92,6124,1645,2,0.02,3290
strong sinew,7500,11,8000,10,1,2,7489,680.82,7489
studded armor,-1,5,0,5,0,11,-6,-1.2,0
studded club,-1,0,1,0,2,0,-1,0,0
studded helmet,-1,3,1,3,1,15,-4,-1.33,-4
studded legs,-1,4,0,4,0,16,-5,-1.25,0
studded shield,-1,3,0,3,0,13,-4,-1.33,0
stuffed bunny,6777,19000,0,19000,0,1,-12223,-0.64,0
stuffed toad,1999800,1351000,1999650,1351500,2,2,648800,0.48,1297600
sturdy book,8899000,6600000,10274750,6900571,4,7,2299000,0.35,9196000
sudden death rune,137,133,136,133,6294,957,4,0.03,3828
sudden death rune (weak),-1,-1,-1,-1,-1,-1,0,0,0
sugar oat,120,999,30,26,804,400,-879,-0.88,-351600
sulphurous demonbone,124600,65000,209900,92500,1,2,59600,0.92,59600
sulphurous stone,87,61,95,60,4,356,26,0.43,104
summer dress,6997,500,6429,504,20,20,6497,12.99,129940
summerblade,639300,500000,636938,558991,64,54,139300,0.28,7522200
sun catcher,19989,8628,10429,7158,436,221,11361,1.32,2510781
sun fruit,40,0,40,0,44,0,40,0,0
sun medal,5995,1,8873,363,4,8,5994,5994.0,23976
sun mirror,30001000,30001000,0,0,0,0,0,0.0,0
sunray emblem,20000,1,14602,528,7,4,19999,19999.0,79996
supreme health potion,654,621,656,621,1639,2974,33,0.05,54087
surprise bag (blue),-1,-1,-1,-1,-1,-1,0,0,0
surprise bag (red),-1,-1,-1,-1,-1,-1,0,0,0
surprise bag (yellow),-1,-1,-1,-1,-1,-1,0,0,0
surprise cube,435000,177777,448111,0,3,0,257223,1.45,0
surprise jar,28899,16928,26244,17004,25,4,11971,0.71,47884
surprise nest,17999,11,27644,11,2,1,17988,1635.27,17988
suspicious device,16860,14305,18255,15419,601,461,2555,0.18,1177855
suspicious documents,-1,0,0,0,0,0,-1,0,0
suspicious signet ring,-1,0,0,0,0,0,-1,0,0
suspicious surprise bag,500,500,8184,500,3,1,0,0.0,0
swamp grass,120,12,192,16,40,143,108,9.0,4320
swamplair armor,16900,15680,16596,15642,4,146,1220,0.08,4880
swampling club,100,9,100,11,1,93,91,10.11,91
swampling moss,20,1,899,4,3,141,19,19.0,57
swan feather,1048,12,916,278,72,21,1036,86.33,21756
swan feather cloak,659999,605257,882043,700533,148,129,54742,0.09,7061718
swarmer antenna,188,43,249,75,1,68,145,3.37,145
sweet and sugary substance,0,1,0,1,0,2,-1,-1.0,0
sweet mangonaise elixir,709992,600503,697472,601996,63,29,109489,0.18,3175181
sweet smelling bait,333333,180700,264272,186211,28,8,152633,0.84,1221064
sweetheart ring,14376,101,5084,41,41,34,14275,141.34,485350
sword,7500,5921,10057,5921,23,21,1579,0.27,33159
sword ring,199,103,222,111,1528,1036,96,0.93,99456
table lamp kit,100000,100000,0,0,0,0,0,0.0,0
tactical map,-1,10000,0,10000,0,1,-10001,-1.0,0
tagralt blade,58000,10005,66709,29021,74,39,47995,4.8,1871805
tagralt-inlaid scabbard,1444435,750000,1162500,775000,4,2,694435,0.93,1388870
tail of abyssador,1000,400,999,346,2,43,600,1.5,1200
tail of corruption,191,191,0,140,0,22,0,0.0,0
tainted glooth capsule,149,15,203,31,21,95,134,8.93,2814
talon,10000,1400,8496,1400,7,7,8600,6.14,60200
tanjis' sight,18998000,18000000,18998000,15000000,1,1,998000,0.06,998000
tarantula egg,80,48,107,54,13,349,32,0.67,416
tarnished rhino figurine,1199,106,1199,197,1,33,1093,10.31,1093
tarsal arrow,-1,1,7,1,145,67,-2,-2.0,-134
tattered piece of robe,40,40,0,49,0,8,0,0.0,0
tattered swan feather,455,455,0,400,0,2,0,0.0,0
tatty dragon scale legs,248,44,695,44,12,8,204,4.64,1632
taurus mace,470,272,438,295,28,341,198,0.73,5544
tear of daraman,-1,0,0,0,0,0,-1,0,0
tearesa,202700,29000,164165,29840,4,5,173700,5.99,694800
technomancer beard,34999,1111,26645,1111,23,1,33888,30.5,33888
teddy bear,556000,1000000,625000,1000000,2,1,-444000,-0.44,-444000
teleport crystal,119999,44222,103848,44127,36,9,75777,1.71,681993
teleportation rod,-1,-1,-1,-1,-1,-1,0,0,0
telescope eye,1101,1101,0,1100,0,8,0,0.0,0
telescope kit,100000,100000,0,0,0,0,0,0.0,0
tempest shield,48465000,42500000,46731500,42000922,2,4,5965000,0.14,11930000
templar scytheblade,2000,0,1708,0,6,0,2000,0,0
tentacle of tentugly,86000,18001,99999,16782,1,4,67999,3.78,67999
tentacle piece,20000,15001,38851,21353,102,88,4999,0.33,439912
tentugly's eye,42238,42238,0,42235,0,13,0,0.0,0
tentugly's jaws,50124,50124,0,44124,0,1,0,0.0,0
terra amulet,1531,1475,1535,1472,516,3651,56,0.04,28896
terra boots,2495,2470,2462,2432,105,4319,25,0.01,2625
terra helmet,129999,111000,108300,84534,135,92,18999,0.17,1747908
terra hood,2589,2466,2528,2467,78,2992,123,0.05,9594
terra legs,11149,10890,11426,10716,128,2680,259,0.02,33152
terra mantle,11999,10880,12057,10898,98,2387,1119,0.1,109662
terra rod,1942,1767,1966,1827,261,4228,175,0.1,45675
terramite eggs,448,5,498,13,2,18,443,88.6,886
terramite legs,95,16,494,23,2,60,79,4.94,158
terramite shell,63,63,0,118,0,66,0,0.0,0
terran rainbow shield,-1,-1,-1,-1,-1,-1,0,0,0
terrorbird beak,280,1,254,12,11,57,279,279.0,3069
thaian sword,27990,8088,19381,8051,13,6,19902,2.46,119412
the alchemists' formulas,100000,1000,100000,0,1,0,99000,99.0,0
the avenger,41685,36011,48373,35006,26,29,5674,0.16,147524
the calamity,790000,350224,564211,350100,6,1,439776,1.26,439776
the carrot of doom,-1,0,0,0,0,0,-1,0,0
the cobra amulet,29990000,22002000,26841769,22132911,14,5,7988000,0.36,39940000
the crown of the percht queen (fire),50000,10200,52777,8035,2,1,39800,3.9,39800
the crown of the percht queen (ice),50000,10200,52777,8035,2,1,39800,3.9,39800
the devileye,430000,100000000,0,100000000,0,1,-99570000,-1.0,0
the dust of arthei,-1,0,0,0,0,0,-1,0,0
the dust of boreth,0,10000,0,10000,0,1,-10000,-1.0,0
the dust of lersatio,10,10,0,0,0,0,0,0.0,0
the dust of marziel,0,10000,0,10000,0,1,-10000,-1.0,0
the dwarven emperor's beard,-1,0,0,0,0,0,-1,0,0
the epiphany,1500000,1500000,0,0,0,0,0,0.0,0
the famous mina losa painting,0,0,0,0,0,0,0,0,0
the handmaiden's protector,10000,10001,0,10001,0,1,-1,-0.0,0
the head of a jester doll,1000,3000,0,3000,0,1,-2000,-0.67,0
the heart of the sea,-1,0,0,0,0,0,-1,0,0
the imperor's trident,239997,10001,249600,10001,1,1,229996,23.0,229996
the ironworker,119700,70600,133106,83706,3,3,49100,0.7,147300
the justice seeker,52000,24100,43840,30513,28,17,27900,1.16,474300
the lethal lissy's shirt,799996,500023,648771,503758,9,8,299973,0.6,2399784
the lion's heart,76350,57935,74625,59543,24,6,18415,0.32,110490
the lower left part of a map,-1,10000,0,10000,0,1,-10001,-1.0,0
the lower right part of a map,-1,10000,0,10000,0,1,-10001,-1.0,0
the mexcalibur (replica),-1,-1,-1,-1,-1,-1,0,0,0
the plasmother's remains,150000,150000,0,0,0,0,0,0.0,0
the regalia of suon,169000,101496,174236,104831,2,3,67504,0.67,135008
the ring of the count,0,0,0,0,0,0,0,0,0
the rite of eternal night,-1,10000,0,10000,0,1,-10001,-1.0,0
the skull of a beast,33005000,33005000,40299795,29261500,10,2,0,0.0,0
the stomper,1449988,787000,1498000,0,1,0,662988,0.84,0
the tail of the keeper,1112,1112,0,0,0,0,0,0.0,0
the top left part of a map,-1,10000,0,10000,0,1,-10001,-1.0,0
the top right part of a map,-1,10000,0,10000,0,1,-10001,-1.0,0
the torso of a jester doll,0,100,0,100,0,1,-100,-1.0,0
the vampire count's medal,2500,2500,0,1106,0,5,0,0.0,0
theatre script,-1,0,0,0,0,0,-1,0,0
theodore loveless' key,-1,0,0,0,0,0,-1,0,0
thick fur,3089,2814,4321,3487,603,719,275,0.1,165825
thorn,160999,151000000,171136789,162351583,19,12,-150839001,-1.0,-1810068012
thorn seed,11110,1200,30000,1208,1,5,9910,8.26,9910
thorn spitter,3374997,2207000,4022128,2552250,6,4,1167997,0.53,4671988
throwing axe,-1,-1,-1,-1,-1,-1,0,0,0
throwing cake,-1,0,0,0,0,0,-1,0,0
throwing knife,15,0,8,0,16,0,15,0,0
throwing star,44,21,41,19,265,329,23,1.1,6095
thunder hammer,182748,150000,150000000,0,1,0,32748,0.22,0
thunderheart cuirass,1499000,1002000,1498700,1001810,4,3,497000,0.5,1491000
thunderheart hauberk,505457,505457,1299993,0,2,0,0,0.0,0
thunderheart platemail,1000000,1000000,0,0,0,0,0,0.0,0
thundermind raiment,749999,652302,816524,589819,32,19,97697,0.15,1856243
thundersoul tabard,598888,526223,602253,500366,6,3,72665,0.14,217995
thunderstorm rune,48,46,47,45,1423,339,2,0.04,678
thunderstorm rune (weak),-1,-1,-1,-1,-1,-1,0,0,0
tiara,2625457,5000000,0,5000000,0,1,-2374543,-0.47,0
tiara of power,69900,48356,83123,56884,525,384,21544,0.45,8272896
tibia coins,28499,27977,27495,26919,8839,14453,522,0.02,4613958
tiger eye,335,335,0,323,0,385,0,0.0,0
time ring,2289,2092,2382,2101,5676,1261,197,0.09,248417
tin key,3600000,1716025,2631246,1703000,5,1,1883975,1.1,1883975
tinged pot,119600,24000,119999,23333,1,3,95600,3.98,95600
titan axe,3900,3503,3875,3582,113,2871,397,0.11,44861
toga mortis,1888877,1116202,1695356,1188581,68,45,772675,0.69,34770375
token of love,589000,388000,629749,389666,4,12,201000,0.52,804000
tomato,18,0,18,0,7,0,18,0,0
tome of knowledge,144890,90317,124190,97570,211,183,54573,0.6,9986859
tonguefruit,-1,0,0,0,0,0,-1,0,0
tooth file,600,1,734,10,5,55,599,599.0,2995
torn incantation fragment,-1,0,0,0,0,0,-1,0,0
torn shirt,-1,-1,-1,-1,-1,-1,0,0,0
torn teddy,149999,15000,285000,0,1,0,134999,9.0,0
torso of abyssador,500,20,1219,353,5,52,480,24.0,2400
torso of deathstrike,-1,-1,-1,-1,-1,-1,0,0,0
torso of gnomevil,-1,-1,-1,-1,-1,-1,0,0,0
tortoise egg,-1,1,139,1,7,2,-2,-2.0,-4
tortoise egg from nargor,-1,0,0,0,0,0,-1,0,0
tortoise shield,230,35,347,35,12,25,195,5.57,2340
tower shield,7899,7682,7859,7627,92,2109,217,0.03,19964
toxic tulip seed,-1,300,0,300,0,2,-301,-1.0,0
toy mouse,5000,100,3761,5,9,1,4900,49.0,4900
traditional stein,-1,-1,-1,-1,-1,-1,0,0,0
trap,199,0,772,0,12,0,199,0,0
trapped bad dream monster,319,319,0,515,0,44,0,0.0,0
trapped lightning,10334444,15101000,0,15101500,0,2,-4766556,-0.32,0
treader of torment,5400000,9100005,0,9100005,0,1,-3700005,-0.41,0
treasure chest (item),-1,-1,-1,-1,-1,-1,0,0,0
treasure chest (ornamented),-1,-1,-1,-1,-1,-1,0,0,0
treasure map (pirate),-1,-1,-1,-1,-1,-1,0,0,0
tremendous tyrant head,310,801,0,801,0,1,-491,-0.61,0
tremendous tyrant shell,246,641,0,641,0,1,-395,-0.62,0
tribal crest,600000,200101,560000,212725,5,4,399899,2.0,1599596
tribal mask,237,76,226,120,69,300,161,2.12,11109
triple bolt crossbow,4000000,2223000,3288065,2171000,8,1,1777000,0.8,1777000
troll green,100,42,288,39,49,273,58,1.38,2842
trollroot,-1,1,496,11,3,9,-2,-2.0,-6
trophy of feroxa,9888,2,9648,2,6,6,9886,4943.0,59316
trophy of jaul,7400,500,6258,1656,4,16,6900,13.8,27600
trophy of obujos,5000,5000,0,1500,0,4,0,0.0,0
trophy of tanjis,45000,1000,51111,1000,4,8,44000,44.0,176000
trophy stand,287,2,461,2,48,17,285,142.5,4845
tropical fried terrorbird,199980,126244,196429,165960,188,54,73736,0.58,3981744
trough kit,100000,100000,0,0,0,0,0,0.0,0
trousers of the ancients,40000,10000,40000,10000,1,1,30000,3.0,30000
truelove teddy,19999,1011,29840,464,8,7,18988,18.78,132916
trunk chair kit,-1,100000,0,100000,0,1,-100001,-1.0,0
trunk kit,100000,100000,0,0,0,0,0,0.0,0
trunk table kit,100000,100000,0,0,0,0,0,0.0,0
tulip,-1,300,0,300,0,2,-301,-1.0,0
tunic,19,1,34,1,5,7,18,18.0,90
tunnel tyrant head,251,251,0,351,0,8,0,0.0,0
tunnel tyrant shell,351,351,0,469,0,7,0,0.0,0
turquoise fireworks powder,210,14,1055,9,27,53,196,14.0,5292
turquoise fireworks rocket,-1,-1,-1,-1,-1,-1,0,0,0
turquoise tendril lantern,4254,130,4112,535,53,44,4124,31.72,181456
turtle amulet,53400000,46022000,51018043,46069916,18,12,7378000,0.16,88536000
turtle shell,23999,16514,19951,16465,324,491,7485,0.45,2425140
tusk,95,42,223,57,4,274,53,1.26,212
tusk chair kit,100000,100000,0,0,0,0,0,0.0,0
tusk shield,700,361,749,375,6,177,339,0.94,2034
tusk table kit,100000,100000,0,0,0,0,0,0.0,0
twiceslicer,27500,27280,33046,26379,10,184,220,0.01,2200
twin axe,1925524,1925524,0,0,0,0,0,0.0,0
twin hooks,447,235,387,225,36,586,212,0.9,7632
twin sun charm,211100,88100,154463,108373,204,86,123000,1.4,10578000
two handed sword,533,222,403,245,38,571,311,1.4,11818
ultimate healing rune (item weak),-1,-1,-1,-1,-1,-1,0,0,0
ultimate healing rune (item),-1,-1,-1,-1,-1,-1,0,0,0
ultimate health potion,355,325,327,296,2020,5568,30,0.09,60600
ultimate mana potion,441,435,443,433,6311,2946,6,0.01,17676
ultimate spirit potion,441,421,440,429,1056,2739,20,0.05,21120
umbral axe,97900,27928,49020,28447,7,4,69972,2.51,279888
umbral blade,54974,21995,72675,20197,6,8,32979,1.5,197874
umbral bow,89727,34695,42609,19064,23,16,55032,1.59,880512
umbral chopper,59900,20000,94794,14825,2,3,39900,2.0,79800
umbral crossbow,77499,53000,79655,49801,5,7,24499,0.46,122495
umbral hammer,17000,5402,16570,7623,5,5,11598,2.15,57990
umbral mace,64300,11900,80738,16494,5,7,52400,4.4,262000
umbral master axe,1598986,1050000,1448004,1050000,4,1,548986,0.52,548986
umbral master bow,2693000,1615000,2518443,2059868,10,6,1078000,0.67,6468000
umbral master chopper,3715000,3302011,3961161,3333376,6,8,412989,0.13,2477934
umbral master crossbow,4199991,2859005,4327473,3424429,21,14,1340986,0.47,18773804
umbral master hammer,3700400,3004000,3826913,2664696,7,5,696400,0.23,3482000
umbral master mace,1449600,1022462,1532220,1213962,4,2,427138,0.42,854276
umbral master slayer,1800000,900000,1749997,966670,3,3,900000,1.0,2700000
umbral master spellbook,9493000,8502000,10710019,9129934,74,56,991000,0.12,55496000
umbral masterblade,1224000,1900416,0,2000208,0,2,-676416,-0.36,0
umbral slayer,34889,4900,62298,7603,3,6,29989,6.12,89967
umbral spellbook,207900,146005,215137,136669,15,11,61895,0.42,680845
undead heart,-1,-1,-1,-1,-1,-1,0,0,0
underworld rod,4350,4159,4366,4195,197,3590,191,0.05,37627
unholy bone,550,424,624,409,2,234,126,0.3,252
unicorn figurine,79900,48300,79993,41125,1,4,31600,0.65,31600
unicorn weisswurst,100000,100000,0,60000,0,1,0,0.0,0
unity charm,187770,86066,154006,69466,183,48,101704,1.18,4881792
universal tool,3300,45,2417,45,119,6,3255,72.33,19530
unliving demonbone,1999500,1500100,2979400,1500900,5,3,499400,0.33,1498200
unrealized dream,49905,31200,55780,33568,182,122,18705,0.6,2282010
unworked sacred wood,-1,0,85000,0,3,0,-1,0,0
urmahlullu's mane,474800,474800,0,476244,0,38,0,0.0,0
urmahlullu's paw,236700,236700,0,236678,0,105,0,0.0,0
urmahlullu's tail,208499,203700,207458,201636,7,139,4799,0.02,33593
utua's poison,1399,101,1700,117,3,32,1298,12.85,3894
valentine's cake,499,2,678,2,5,6,497,248.5,2485
valuable carving axe,0,0,0,0,0,0,0,0,0
valuable carving blade,18000,0,18888,0,1,0,18000,0,0
valuable carving chopper,0,0,0,0,0,0,0,0,0
valuable carving hammer,-1,0,0,0,0,0,-1,0,0
valuable carving mace,-1,0,0,0,0,0,-1,0,0
valuable carving rod,-1,0,30000,0,2,0,-1,0,0
valuable carving slayer,-1,0,0,0,0,0,-1,0,0
valuable carving wand,0,0,0,0,0,0,0,0,0
valuable mayhem axe,-1,0,0,0,0,0,-1,0,0
valuable mayhem blade,0,0,0,0,0,0,0,0,0
valuable mayhem chopper,-1,0,0,0,0,0,-1,0,0
valuable mayhem hammer,-1,0,0,0,0,0,-1,0,0
valuable mayhem mace,-1,0,0,0,0,0,-1,0,0
valuable mayhem rod,-1,0,20000,0,1,0,-1,0,0
valuable mayhem slayer,-1,0,0,0,0,0,-1,0,0
valuable mayhem wand,-1,0,25000,0,2,0,-1,0,0
valuable remedy axe,-1,0,0,0,0,0,-1,0,0
valuable remedy blade,-1,0,0,0,0,0,-1,0,0
valuable remedy chopper,0,0,0,0,0,0,0,0,0
valuable remedy hammer,-1,0,0,0,0,0,-1,0,0
valuable remedy mace,-1,0,0,0,0,0,-1,0,0
valuable remedy rod,-1,0,0,0,0,0,-1,0,0
valuable remedy slayer,10000,0,20000,0,1,0,10000,0,0
valuable remedy wand,-1,0,0,0,0,0,-1,0,0
valuable vase,-1,10000,0,10000,0,1,-10001,-1.0,0
vampire doll,500000,3925457,0,3925457,0,1,-3425457,-0.87,0
vampire dust,3281,1801,3457,2768,394,165,1480,0.82,244200
vampire lord token,781299,350306,641977,462156,34,13,430993,1.23,5602909
vampire shield,16999,14245,17741,14267,129,291,2754,0.19,355266
vampire silk slippers,19890000,15007000,19889500,17003500,2,2,4883000,0.33,9766000
vampire teeth,1361,1295,1668,1480,2289,902,66,0.05,59532
vampire's cape chain,400,85,862,91,6,88,315,3.71,1890
vampire's signet ring,280000,280000,610400,0,3,0,0,0.0,0
vampiric crest,398800,222400,453308,238366,5,6,176400,0.79,882000
varnished diremaw brainpan,250,651,0,651,0,2,-401,-0.62,0
varnished diremaw legs,223,351,0,351,0,4,-128,-0.36,0
vase,64,64,0,87,0,44,0,0.0,0
veal,-1,0,0,0,0,0,-1,0,0
veggie casserole,18380,12610,19767,11783,90,42,5770,0.46,242340
vein of ore,312,177,313,170,2,109,135,0.76,270
velvet mantle,64783,28000,66075,28624,4,9,36783,1.31,147132
velvet tapestry,-1,-1,-1,-1,-1,-1,0,0,0
venison,49,1,49,1,1,30,48,48.0,48
venorean cabinet kit,100000,100000,0,0,0,0,0,0.0,0
venorean drawer kit,-1,0,0,0,0,0,-1,0,0
venorean wardrobe kit,-1,0,0,0,0,0,-1,0,0
versicolour fireworks powder,243,16,858,11,53,59,227,14.19,12031
very old piece of paper,24790,15801,46843,19538,29,14,8989,0.57,125846
vexclaw talon,1199,1105,1846,1412,1921,315,94,0.09,29610
vial,395,205,404,241,35,187,190,0.93,6650
vial of hatred,588000,707000,0,1138000,0,3,-119000,-0.17,0
vial of mushroom distillate,-1,0,0,0,0,0,-1,0,0
vibrant egg,2599000,2007000,2929498,2328243,32,29,592000,0.29,17168000
vibrant heart,700,1651,0,1651,0,1,-951,-0.58,0
vibrant robe,400,901,0,901,0,1,-501,-0.56,0
viking helmet,18,18,50,15,1,22,0,0.0,0
viking shield,90000,0,50149,0,2,0,90000,0,0
vile axe,34797,29580,38457,29494,15,246,5217,0.18,78255
violet crystal shard,1753,1482,2350,1464,1,1354,271,0.18,271
violet gem,10198,9925,9903,9913,14,2829,273,0.03,3822
violet glass plate,2300,1517,2379,1415,35,119,783,0.52,27405
viper star,10,1,16,7,60,202,9,9.0,540
visage of the end days,5400000,5400000,0,0,0,0,0,0.0,0
void boots,15500,12152,15649,10340,1198,674,3348,0.28,2256552
volatile proto matter,223,223,0,214,0,71,0,0.0,0
voltage armor,30000,11000,30000,36250,1,6,19000,1.73,19000
voluminous piece of cloth,1400,200,1832,59,69,35,1200,6.0,42000
vortex bolt,-1,1,6,2,67,77,-2,-2.0,-134
wailing widow's necklace,3000,2435,2899,2396,16,118,565,0.23,9040
waldo's post horn,-1,0,0,0,0,0,-1,0,0
wall mirror (edged),-1,-1,-1,-1,-1,-1,0,0,0
wall mirror (oval),-1,-1,-1,-1,-1,-1,0,0,0
wall mirror (round),-1,-1,-1,-1,-1,-1,0,0,0
walnut,199,2,398,38,3,19,197,98.5,591
wand of carving,-1,-1,-1,-1,-1,-1,0,0,0
wand of cosmic energy,1929,1676,1881,1699,414,3257,253,0.15,104742
wand of decay,997,835,948,833,196,938,162,0.19,31752
wand of defiance,6429,5497,6310,5494,196,1395,932,0.17,182672
wand of destruction,469996,330494,713947,468556,36,28,139502,0.42,3906056
wand of dimensions,12000000,3150000,7491091,3033333,5,3,8850000,2.81,26550000
wand of draconia,1439,1151,1387,1208,255,2275,288,0.25,73440
wand of dragonbreath,220,51,193,48,221,409,169,3.31,37349
wand of everblazing,5995,5470,5878,5297,107,508,525,0.1,56175
wand of inferno,2856,2663,2859,2639,410,4792,193,0.07,79130
wand of mayhem,-1,-1,-1,-1,-1,-1,0,0,0
wand of remedy,-1,-1,-1,-1,-1,-1,0,0,0
wand of starstorm,3100,3006,3422,3116,308,4114,94,0.03,28952
wand of voodoo,4100,4052,4263,4021,348,3931,48,0.01,16704
wand of vortex,1499,30,2352,46,20,128,1469,48.97,29380
war axe,50,50,0,0,0,0,0,0.0,0
war crystal,1096,686,1188,535,239,104,410,0.6,42640
war drum,214,1,284,1,6,20,213,213.0,1278
war hammer,39999,50,39999,0,1,0,39949,798.98,0
war horn,10990,7302,16962,7384,19,305,3688,0.51,70072
warlord sword,999999,999999,0,0,0,0,0,0.0,0
warmaster's wristguards,300,165,494,165,41,151,135,0.82,5535
warrior helmet,4998,4515,4910,4648,189,2774,483,0.11,91287
warrior's axe,10979,10090,10834,9875,70,855,889,0.09,62230
warrior's shield,8900,8350,8532,8087,27,676,550,0.07,14850
warsinger bow,195000,139100,172360,131438,59,47,55900,0.4,2627300
warwolf fur,898,10,748,21,13,50,888,88.8,11544
waspoid claw,108,108,0,194,0,36,0,0.0,0
waspoid wing,3396,2900,3956,2328,272,199,496,0.17,98704
watch,340,2310,0,2382,0,5,-1970,-0.85,0
water pipe,-1,0,0,0,0,0,-1,0,0
water pipe (deluxe),-1,-1,-1,-1,-1,-1,0,0,0
waterball,1788,1,1789,1,3,4,1787,1787.0,5361
watering can,187,0,197,0,5,0,187,0,0
watermelon tourmaline (pear),-1,-1,-1,-1,-1,-1,0,0,0
watermelon tourmaline (slice),-1,-1,-1,-1,-1,-1,0,0,0
waterskin,200000,1000,243750,0,4,0,199000,199.0,0
wealth duplex,2194994,1714000,2054931,1759334,35,30,480994,0.28,14429820
weapon matrix crystal,10000,0,25000,0,2,0,10000,0,0
weapon rack kit,100000,100000,0,0,0,0,0,0.0,0
weapons crate,-1,0,0,0,0,0,-1,0,0
weapons crate (set),-1,-1,-1,-1,-1,-1,0,0,0
weaver's wandtip,245,83,241,175,10,266,162,1.95,1620
wedding outfit box,24000,502,20434,443,11,4,23498,46.81,93992
wedding ring,-1,0,0,0,0,0,-1,0,0
werebadger claws,169,125,171,108,11,646,44,0.35,484
werebadger skull,194,154,249,149,7,671,40,0.26,280
werebadger trophy,8800,8317,8772,8044,8,230,483,0.06,3864
werebear fur,259,158,508,154,12,537,101,0.64,1212
